,PostalCode,DAuid,CSDuid,SAC,DisseminationBlock,DGUID
510474,V0H,59070198,5907035,996,8,2021S102259070198
703243,V0H,59070198,5907035,996,3,2021S102359070198
724379,V0H,59070198,5907035,996,3,2021S102459070198
1301893,V0H,59070198,5907035,996,5,2021S102559070198
232833,V0H,59070199,5907035,996,7,2021S102659070199
296741,V0H,59070199,5907035,996,2,2021S102759070199
339583,V0H,59070199,5907035,996,6,2021S102859070199
403688,V0H,59070199,5907035,996,5,2021S102959070199
467713,V0H,59070199,5907035,996,4,2021S103059070199
510476,V0H,59070199,5907035,996,16,2021S103159070199
553584,V0H,59070199,5907035,996,9,2021S103259070199
595988,V0H,59070199,5907035,996,1,2021S103359070199
638778,V0H,59070199,5907035,996,11,2021S103459070199
809775,V0H,59070199,5907035,996,12,2021S103559070199
1066575,V0H,59070199,5907035,996,15,2021S103659070199
1066576,V0H,59070199,5907035,996,3,2021S103759070199
1152341,V0H,59070199,5907035,996,13,2021S103859070199
1280689,V0H,59070199,5907035,996,14,2021S103959070199
510477,V0H,59070200,5907035,996,12,2021S104059070200
745801,V0H,59070200,5907035,996,14,2021S104159070200
1301894,V0H,59070200,5907035,996,14,2021S104259070200
1344799,V0H,59070200,5907035,996,13,2021S104359070200
318101,V0H,59070201,5907035,996,14,2021S104459070201
425234,V0H,59070201,5907035,996,14,2021S104559070201
446347,V0H,59070201,5907035,996,8,2021S104659070201
553585,V0H,59070201,5907035,996,13,2021S104759070201
745800,V0H,59070201,5907035,996,7,2021S104859070201
809774,V0H,59070201,5907035,996,8,2021S104959070201
959605,V0H,59070201,5907035,996,12,2021S105059070201
1130826,V0H,59070201,5907035,996,14,2021S105159070201
1195140,V0H,59070201,5907035,996,7,2021S105259070201
1259107,V0H,59070201,5907035,996,14,2021S105359070201
1344798,V0H,59070201,5907035,996,4,2021S105459070201
254272,V0H,59070202,5907035,996,1,2021S105559070202
339581,V0H,59070202,5907035,996,2,2021S105659070202
339582,V0H,59070202,5907035,996,2,2021S105759070202
489271,V0H,59070202,5907035,996,2,2021S105859070202
681791,V0H,59070202,5907035,996,5,2021S105959070202
1023865,V0H,59070202,5907035,996,3,2021S106059070202
61634,V0H,59070203,5907035,996,4,2021S106159070203
852632,V0H,59070203,5907035,996,5,2021S106259070203
1152340,V0H,59070203,5907035,996,1,2021S106359070203
1173775,V0H,59070203,5907035,996,3,2021S106459070203
1173776,V0H,59070203,5907035,996,6,2021S106559070203
1216458,V0H,59070203,5907035,996,5,2021S106659070203
425233,V0H,59070204,5907035,996,1,2021S106759070204
574785,V0H,59070204,5907035,996,3,2021S106859070204
638776,V0H,59070204,5907035,996,1,2021S106959070204
681793,V0H,59070204,5907035,996,2,2021S107059070204
1002609,V0H,59070204,5907035,996,3,2021S107159070204
232825,V0H,59070223,5907049,996,20,2021S107259070223
296729,V0H,59070223,5907049,996,13,2021S107359070223
403679,V0H,59070223,5907049,996,6,2021S107459070223
446336,V0H,59070223,5907049,996,6,2021S107559070223
446337,V0H,59070223,5907049,996,10,2021S107659070223
595980,V0H,59070223,5907049,996,8,2021S107759070223
895603,V0H,59070223,5907049,996,22,2021S107859070223
895604,V0H,59070223,5907049,996,12,2021S107959070223
938203,V0H,59070223,5907049,996,4,2021S108059070223
959593,V0H,59070223,5907049,996,24,2021S108159070223
959594,V0H,59070223,5907049,996,21,2021S108259070223
1002601,V0H,59070223,5907049,996,10,2021S108359070223
1023858,V0H,59070223,5907049,996,22,2021S108459070223
1066557,V0H,59070223,5907049,996,3,2021S108559070223
1130814,V0H,59070223,5907049,996,7,2021S108659070223
1173763,V0H,59070223,5907049,996,20,2021S108759070223
1173764,V0H,59070223,5907049,996,5,2021S108859070223
1259097,V0H,59070223,5907049,996,24,2021S108959070223
1259098,V0H,59070223,5907049,996,7,2021S109059070223
1323160,V0H,59070223,5907049,996,15,2021S109159070223
382297,V0H,59070224,5907049,996,10,2021S109259070224
467699,V0H,59070224,5907049,996,8,2021S109359070224
467700,V0H,59070224,5907049,996,9,2021S109459070224
553577,V0H,59070224,5907049,996,8,2021S109559070224
703229,V0H,59070224,5907049,996,4,2021S109659070224
788322,V0H,59070224,5907049,996,1,2021S109759070224
1066554,V0H,59070224,5907049,996,10,2021S109859070224
1109358,V0H,59070224,5907049,996,1,2021S109959070224
1237839,V0H,59070224,5907049,996,2,2021S110059070224
40096,V0H,59070225,5907049,996,15,2021S110159070225
104115,V0H,59070225,5907049,996,15,2021S110259070225
189729,V0H,59070225,5907049,996,14,2021S110359070225
339572,V0H,59070225,5907049,996,17,2021S110459070225
361000,V0H,59070225,5907049,996,24,2021S110559070225
425227,V0H,59070225,5907049,996,23,2021S110659070225
553578,V0H,59070225,5907049,996,11,2021S110759070225
595979,V0H,59070225,5907049,996,26,2021S110859070225
681781,V0H,59070225,5907049,996,25,2021S110959070225
703228,V0H,59070225,5907049,996,25,2021S111059070225
745792,V0H,59070225,5907049,996,23,2021S111159070225
938202,V0H,59070225,5907049,996,26,2021S111259070225
1066556,V0H,59070225,5907049,996,14,2021S111359070225
1195132,V0H,59070225,5907049,996,24,2021S111459070225
1280677,V0H,59070225,5907049,996,11,2021S111559070225
1344790,V0H,59070225,5907049,996,17,2021S111659070225
18790,V0H,59070226,5907049,996,42,2021S111759070226
104114,V0H,59070226,5907049,996,51,2021S111859070226
104116,V0H,59070226,5907049,996,34,2021S111959070226
275478,V0H,59070226,5907049,996,51,2021S112059070226
275479,V0H,59070226,5907049,996,34,2021S112159070226
296728,V0H,59070226,5907049,996,51,2021S112259070226
318092,V0H,59070226,5907049,996,52,2021S112359070226
382296,V0H,59070226,5907049,996,51,2021S112459070226
403680,V0H,59070226,5907049,996,51,2021S112559070226
745793,V0H,59070226,5907049,996,46,2021S112659070226
980992,V0H,59070226,5907049,996,46,2021S112759070226
980993,V0H,59070226,5907049,996,39,2021S112859070226
1002602,V0H,59070226,5907049,996,42,2021S112959070226
1002603,V0H,59070226,5907049,996,38,2021S113059070226
1066555,V0H,59070226,5907049,996,34,2021S113159070226
1130813,V0H,59070226,5907049,996,52,2021S113259070226
1152328,V0H,59070226,5907049,996,50,2021S113359070226
1216451,V0H,59070226,5907049,996,38,2021S113459070226
1237838,V0H,59070226,5907049,996,50,2021S113559070226
1323159,V0H,59070226,5907049,996,44,2021S113659070226
18792,V0H,59070274,5907047,913,10,2021S113759070274
40097,V0H,59070274,5907047,913,11,2021S113859070274
254262,V0H,59070274,5907047,913,9,2021S113959070274
296730,V0H,59070274,5907047,913,10,2021S114059070274
510465,V0H,59070274,5907047,913,8,2021S114159070274
574778,V0H,59070274,5907047,913,8,2021S114259070274
660424,V0H,59070274,5907047,913,17,2021S114359070274
831260,V0H,59070274,5907047,913,17,2021S114459070274
874167,V0H,59070274,5907047,913,12,2021S114559070274
959595,V0H,59070274,5907047,913,10,2021S114659070274
980994,V0H,59070274,5907047,913,14,2021S114759070274
1045290,V0H,59070274,5907047,913,17,2021S114859070274
318093,V0H,59070275,5907047,913,4,2021S114959070275
895605,V0H,59070275,5907047,913,2,2021S115059070275
1066558,V0H,59070275,5907047,913,2,2021S115159070275
1344792,V0H,59070275,5907047,913,4,2021S115259070275
275481,V0H,59070276,5907047,913,13,2021S115359070276
638767,V0H,59070276,5907047,913,10,2021S115459070276
767099,V0H,59070276,5907047,913,12,2021S115559070276
1173765,V0H,59070276,5907047,913,9,2021S115659070276
1237841,V0H,59070276,5907047,913,8,2021S115759070276
446339,V0H,59070277,5907028,997,13,2021S115859070277
831263,V0H,59070277,5907028,997,15,2021S115959070277
1023861,V0H,59070277,5907028,997,8,2021S116059070277
1216452,V0H,59070277,5907028,997,9,2021S116159070277
40103,V0H,59070279,5907028,997,17,2021S116259070279
82999,V0H,59070279,5907028,997,19,2021S116359070279
168562,V0H,59070279,5907028,997,14,2021S116459070279
296732,V0H,59070279,5907028,997,17,2021S116559070279
532061,V0H,59070279,5907028,997,13,2021S116659070279
553579,V0H,59070279,5907028,997,7,2021S116759070279
788325,V0H,59070279,5907028,997,11,2021S116859070279
788326,V0H,59070279,5907028,997,10,2021S116959070279
1088155,V0H,59070279,5907028,997,4,2021S117059070279
1109360,V0H,59070279,5907028,997,11,2021S117159070279
1109366,V0H,59070279,5907028,997,16,2021S117259070279
125624,V0H,59070280,5907028,997,9,2021S117359070280
724371,V0H,59070280,5907028,997,4,2021S117459070280
852621,V0H,59070280,5907028,997,7,2021S117559070280
852622,V0H,59070280,5907028,997,12,2021S117659070280
916889,V0H,59070280,5907028,997,6,2021S117759070280
1195135,V0H,59070280,5907028,997,5,2021S117859070280
1323161,V0H,59070280,5907028,997,8,2021S117959070280
1344793,V0H,59070280,5907028,997,5,2021S118059070280
1344794,V0H,59070280,5907028,997,6,2021S118159070280
211157,V0H,59070281,5907028,997,32,2021S118259070281
275482,V0H,59070281,5907028,997,2,2021S118359070281
296733,V0H,59070281,5907028,997,14,2021S118459070281
446338,V0H,59070281,5907028,997,33,2021S118559070281
489264,V0H,59070281,5907028,997,24,2021S118659070281
510466,V0H,59070281,5907028,997,19,2021S118759070281
532062,V0H,59070281,5907028,997,31,2021S118859070281
767100,V0H,59070281,5907028,997,30,2021S118959070281
959597,V0H,59070281,5907028,997,26,2021S119059070281
959598,V0H,59070281,5907028,997,23,2021S119159070281
1066560,V0H,59070281,5907028,997,20,2021S119259070281
1173766,V0H,59070281,5907028,997,1,2021S119359070281
1237842,V0H,59070281,5907028,997,28,2021S119459070281
18799,V0H,59070282,5907022,997,13,2021S119559070282
40104,V0H,59070282,5907022,997,8,2021S119659070282
168563,V0H,59070282,5907022,997,21,2021S119759070282
467704,V0H,59070282,5907022,997,5,2021S119859070282
467705,V0H,59070282,5907022,997,22,2021S119959070282
489267,V0H,59070282,5907022,997,18,2021S120059070282
510469,V0H,59070282,5907022,997,19,2021S120159070282
724372,V0H,59070282,5907022,997,9,2021S120259070282
1066567,V0H,59070282,5907022,997,7,2021S120359070282
1130821,V0H,59070282,5907022,997,21,2021S120459070282
1152332,V0H,59070282,5907022,997,10,2021S120559070282
1195136,V0H,59070282,5907022,997,17,2021S120659070282
1259102,V0H,59070282,5907022,997,12,2021S120759070282
1280681,V0H,59070282,5907022,997,5,2021S120859070282
1366331,V0H,59070282,5907022,997,11,2021S120959070282
61631,V0H,59070283,5907022,997,2,2021S121059070283
125627,V0H,59070283,5907022,997,15,2021S121159070283
211161,V0H,59070283,5907022,997,8,2021S121259070283
446344,V0H,59070283,5907022,997,6,2021S121359070283
467706,V0H,59070283,5907022,997,24,2021S121459070283
574782,V0H,59070283,5907022,997,16,2021S121559070283
595983,V0H,59070283,5907022,997,7,2021S121659070283
617349,V0H,59070283,5907022,997,19,2021S121759070283
638769,V0H,59070283,5907022,997,24,2021S121859070283
660427,V0H,59070283,5907022,997,25,2021S121959070283
916890,V0H,59070283,5907022,997,20,2021S122059070283
916891,V0H,59070283,5907022,997,17,2021S122159070283
938204,V0H,59070283,5907022,997,7,2021S122259070283
1002606,V0H,59070283,5907022,997,14,2021S122359070283
1280680,V0H,59070283,5907022,997,16,2021S122459070283
1323163,V0H,59070283,5907022,997,18,2021S122559070283
61630,V0H,59070284,5907005,997,4,2021S122659070284
532065,V0H,59070284,5907005,997,3,2021S122759070284
553581,V0H,59070284,5907005,997,2,2021S122859070284
1109367,V0H,59070284,5907005,997,3,2021S122959070284
104119,V0H,59070285,5907005,997,3,2021S123059070285
296735,V0H,59070285,5907005,997,10,2021S123159070285
532066,V0H,59070285,5907005,997,1,2021S123259070285
660426,V0H,59070285,5907005,997,5,2021S123359070285
1259101,V0H,59070285,5907005,997,9,2021S123459070285
104120,V0H,59070286,5907005,997,6,2021S123559070286
125625,V0H,59070286,5907005,997,4,2021S123659070286
125629,V0H,59070286,5907005,997,5,2021S123759070286
168564,V0H,59070286,5907005,997,5,2021S123859070286
168565,V0H,59070286,5907005,997,6,2021S123959070286
296739,V0H,59070286,5907005,997,5,2021S124059070286
467708,V0H,59070286,5907005,997,6,2021S124159070286
553582,V0H,59070286,5907005,997,4,2021S124259070286
595982,V0H,59070286,5907005,997,4,2021S124359070286
895607,V0H,59070286,5907005,997,4,2021S124459070286
1259108,V0H,59070286,5907005,997,5,2021S124559070286
189735,V0H,59070287,5907005,997,9,2021S124659070287
296737,V0H,59070287,5907005,997,1,2021S124759070287
467707,V0H,59070287,5907005,997,11,2021S124859070287
595984,V0H,59070287,5907005,997,8,2021S124959070287
703235,V0H,59070287,5907005,997,2,2021S125059070287
788327,V0H,59070287,5907005,997,8,2021S125159070287
895608,V0H,59070287,5907005,997,10,2021S125259070287
1066568,V0H,59070287,5907005,997,4,2021S125359070287
1216456,V0H,59070287,5907005,997,7,2021S125459070287
1237843,V0H,59070287,5907005,997,5,2021S125559070287
211160,V0H,59070288,5907005,997,23,2021S125659070288
296736,V0H,59070288,5907005,997,10,2021S125759070288
382303,V0H,59070288,5907005,997,38,2021S125859070288
403682,V0H,59070288,5907005,997,31,2021S125959070288
425228,V0H,59070288,5907005,997,14,2021S126059070288
532067,V0H,59070288,5907005,997,34,2021S126159070288
638770,V0H,59070288,5907005,997,36,2021S126259070288
660428,V0H,59070288,5907005,997,35,2021S126359070288
703238,V0H,59070288,5907005,997,10,2021S126459070288
852626,V0H,59070288,5907005,997,14,2021S126559070288
1066569,V0H,59070288,5907005,997,35,2021S126659070288
1173770,V0H,59070288,5907005,997,37,2021S126759070288
1259100,V0H,59070288,5907005,997,12,2021S126859070288
1323164,V0H,59070288,5907005,997,39,2021S126959070288
1344795,V0H,59070288,5907005,997,32,2021S127059070288
275488,V0H,59070289,5907022,997,15,2021S127159070289
318094,V0H,59070289,5907022,997,10,2021S127259070289
382302,V0H,59070289,5907022,997,1,2021S127359070289
403681,V0H,59070289,5907022,997,15,2021S127459070289
681785,V0H,59070289,5907022,997,14,2021S127559070289
745795,V0H,59070289,5907022,997,14,2021S127659070289
788328,V0H,59070289,5907022,997,10,2021S127759070289
809769,V0H,59070289,5907022,997,12,2021S127859070289
852623,V0H,59070289,5907022,997,14,2021S127959070289
852624,V0H,59070289,5907022,997,2,2021S128059070289
18800,V0H,59070290,5907022,997,14,2021S128159070290
104121,V0H,59070290,5907022,997,11,2021S128259070290
254267,V0H,59070290,5907022,997,16,2021S128359070290
638771,V0H,59070290,5907022,997,8,2021S128459070290
788329,V0H,59070290,5907022,997,17,2021S128559070290
874170,V0H,59070290,5907022,997,24,2021S128659070290
916892,V0H,59070290,5907022,997,19,2021S128759070290
1152333,V0H,59070290,5907022,997,12,2021S128859070290
1216455,V0H,59070290,5907022,997,2,2021S128959070290
275487,V0H,59070291,5907005,997,3,2021S129059070291
361003,V0H,59070291,5907005,997,10,2021S129159070291
403683,V0H,59070291,5907005,997,1,2021S129259070291
446342,V0H,59070291,5907005,997,1,2021S129359070291
446343,V0H,59070291,5907005,997,4,2021S129459070291
467703,V0H,59070291,5907005,997,5,2021S129559070291
767103,V0H,59070291,5907005,997,11,2021S129659070291
339578,V0H,59070292,5907005,997,1,2021S129759070292
403684,V0H,59070292,5907005,997,6,2021S129859070292
189734,V0H,59070293,5907005,997,5,2021S129959070293
211162,V0H,59070293,5907005,997,12,2021S130059070293
318095,V0H,59070293,5907005,997,8,2021S130159070293
574781,V0H,59070293,5907005,997,16,2021S130259070293
681786,V0H,59070293,5907005,997,8,2021S130359070293
703234,V0H,59070293,5907005,997,9,2021S130459070293
703237,V0H,59070293,5907005,997,9,2021S130559070293
809770,V0H,59070293,5907005,997,16,2021S130659070293
980999,V0H,59070293,5907005,997,4,2021S130759070293
18798,V0H,59070294,5907005,997,15,2021S130859070294
125626,V0H,59070294,5907005,997,12,2021S130959070294
147194,V0H,59070294,5907005,997,17,2021S131059070294
296738,V0H,59070294,5907005,997,10,2021S131159070294
339579,V0H,59070294,5907005,997,13,2021S131259070294
403685,V0H,59070294,5907005,997,14,2021S131359070294
703236,V0H,59070294,5907005,997,11,2021S131459070294
852625,V0H,59070294,5907005,997,1,2021S131559070294
938205,V0H,59070294,5907005,997,17,2021S131659070294
938206,V0H,59070294,5907005,997,4,2021S131759070294
1066570,V0H,59070294,5907005,997,4,2021S131859070294
1216454,V0H,59070294,5907005,997,6,2021S131959070294
1280682,V0H,59070294,5907005,997,16,2021S132059070294
1301889,V0H,59070294,5907005,997,2,2021S132159070294
1323162,V0H,59070294,5907005,997,4,2021S132259070294
18797,V0H,59070303,5907802,997,8,2021S132359070303
147190,V0H,59070303,5907802,997,4,2021S132459070303
147191,V0H,59070303,5907802,997,5,2021S132559070303
254266,V0H,59070303,5907802,997,17,2021S132659070303
361002,V0H,59070303,5907802,997,14,2021S132759070303
574779,V0H,59070303,5907802,997,17,2021S132859070303
660425,V0H,59070303,5907802,997,14,2021S132959070303
1002605,V0H,59070303,5907802,997,15,2021S133059070303
1045292,V0H,59070303,5907802,997,7,2021S133159070303
1109365,V0H,59070303,5907802,997,6,2021S133259070303
724369,V0H,59070304,5907802,997,7,2021S133359070304
40095,V0H,59070311,5907048,913,15,2021S133459070311
168558,V0H,59070311,5907048,913,18,2021S133559070311
275476,V0H,59070311,5907048,913,10,2021S133659070311
275477,V0H,59070311,5907048,913,14,2021S133759070311
532059,V0H,59070311,5907048,913,17,2021S133859070311
553576,V0H,59070311,5907048,913,16,2021S133959070311
681780,V0H,59070311,5907048,913,9,2021S134059070311
703227,V0H,59070311,5907048,913,20,2021S134159070311
724364,V0H,59070311,5907048,913,13,2021S134259070311
1002599,V0H,59070311,5907048,913,12,2021S134359070311
1109357,V0H,59070311,5907048,913,3,2021S134459070311
1130812,V0H,59070311,5907048,913,19,2021S134559070311
296727,V0H,59070312,5907048,913,5,2021S134659070312
1173761,V0H,59070312,5907048,913,5,2021S134759070312
1195131,V0H,59070312,5907048,913,6,2021S134859070312
1237837,V0H,59070312,5907048,913,5,2021S134959070312
1344789,V0H,59070312,5907048,913,5,2021S135059070312
125619,V0H,59070314,5907048,913,4,2021S135159070314
980991,V0H,59070314,5907048,913,3,2021S135259070314
125621,V0H,59070315,5907047,913,1,2021S135359070315
168559,V0H,59070315,5907047,913,4,2021S135459070315
189732,V0H,59070315,5907047,913,1,2021S135559070315
232826,V0H,59070315,5907047,913,5,2021S135659070315
467701,V0H,59070315,5907047,913,2,2021S135759070315
703230,V0H,59070315,5907047,913,6,2021S135859070315
703232,V0H,59070315,5907047,913,6,2021S135959070315
980995,V0H,59070315,5907047,913,2,2021S136059070315
980996,V0H,59070315,5907047,913,1,2021S136159070315
1344791,V0H,59070315,5907047,913,1,2021S136259070315
1216450,V0H,59070316,5907048,913,1,2021S136359070316
